Stop_ID,CTA Stop Name,Direction,Routes,Ward,LONGITUDE,LATITUDE,Location
1124,Michigan & Ontario,NB,"3,10,26,125,143,146,147,148,151",42,-87.624089,41.893194,"(41.893194, -87.624089)"
1125,Michigan & Huron,NB,"3,10,26,125,143,146,147,148,151",42,-87.624104,41.894798,"(41.894798, -87.624104)"
1127,Michigan & Chestnut,NB,"143,146,147,148,151",2,-87.62396,41.898069,"(41.898069, -87.62396)"
1128,Michigan & Delaware/Walton,NB,"143,146,147,148,151",2,-87.624004,41.899435,"(41.899435, -87.624004)"
1148,Sheridan & Diversey,NB,"77,134,143,151,156",44,-87.639174,41.933109,"(41.933109, -87.639174)"
1185,Sheridan & Berwyn,NB,"136,147,151",48,-87.654932,41.978202,"(41.978202, -87.654932)"
1204,Sheridan & Loyola,NB,"147,151,155",49,-87.660658,42.001702,"(42.001702, -87.660658)"
1257,Fullerton & Pulaski,WB,74,31,-87.72659,41.924597,"(41.924597, -87.72659)"
1401,Lincoln & Webster,SEB,37,43,-87.644098,41.92201,"(41.92201, -87.644098)"
1415,LaSalle & Division,SB,156,27,-87.633052,41.903652,"(41.903652, -87.633052)"
1421,Wacker (Upper) & Michigan,WB,"2,6,10,134,135,136,146,148",42,-87.625055,41.88836,"(41.88836, -87.625055)"
1423,State & Lake,SB,"2,6,10,29,36,62,146,148",42,-87.628053,41.885893,"(41.885893, -87.628053)"
1425,State & Washington,SB,"2,6,10,29,36,62,146,148",42,-87.627972,41.883371,"(41.883371, -87.627972)"
1427,State & Monroe,SB,"2,6,10,29,36,62,146,148",42,-87.627834,41.880856,"(41.880856, -87.627834)"
1429,State & Jackson,SB,"2,6,10,29,36,62,146,148",42,-87.62777,41.878318,"(41.878318, -87.62777)"
1430,State & Van Buren,SB,"2,6,10,29,36,62,130,146,148",4,-87.627764,41.876993,"(41.876993, -87.627764)"
1431,State & Harrison/Congress,SB,"2,6,10,29,62,130,146,148",4,-87.627696,41.874997,"(41.874997, -87.627696)"
1437,State & Randolph,NB,"2,10,29,146,148",42,-87.627791,41.884351,"(41.884351, -87.627791)"
1438,State & Lake,NB,"2,10,29,146,148",42,-87.627823,41.885601,"(41.885601, -87.627823)"
1517,S Hyde Park & 56th Street,NB,"6,28,55",5,-87.583802,41.793316,"(41.793316, -87.583802)"
1518,S Hyde Park & 55th Street,NB,"6,28,171",5,-87.58388,41.795429,"(41.795429, -87.58388)"
1523,E Hyde Park & East End,WB,"6,28,172",5,-87.585707,41.802565,"(41.802565, -87.585707)"
1525,E Hyde Park & Lake Park,WB,"2,15,172",4,-87.588262,41.802527,"(41.802527, -87.588262)"
1574,Michigan & Cullerton,NB,"1,3,4",3,-87.62377,41.85571,"(41.85571, -87.62377)"
1575,Michigan & 18th Street,NB,"1,3,4",3,-87.623827,41.858127,"(41.858127, -87.623827)"
1580,Michigan & Roosevelt,NB,"1,3,4,18",4,-87.623964,41.867893,"(41.867893, -87.623964)"
1591,Michigan & Roosevelt,SB,"1,3,4",3,-87.624259,41.86712,"(41.86712, -87.624259)"
1629,51st Green Line Station,EB,15,3,-87.618562,41.801942,"(41.801942, -87.618562)"
1662,Western Brown Line Station,WB,49B,47,-87.688561,41.966111,"(41.966111, -87.688561)"
1725,Devon & California,EB,155,50,-87.6998,41.997502,"(41.997502, -87.6998)"
1757,Devon & Sheridan,WB,"36,151,155",49,-87.661075,41.998251,"(41.998251, -87.661075)"
1762,Devon & Clark,WB,"36,151,155",40,-87.670371,41.998148,"(41.998148, -87.670371)"
1785,Clark & Lunt,SB,22,49,-87.674073,42.00908,"(42.00908, -87.674073)"
1792,Clark & Devon,SB,22,40,-87.670773,41.998181,"(41.998181, -87.670773)"
1838,Clark & Fullerton,SB,"22,36",43,-87.640659,41.925642,"(41.925642, -87.640659)"
1880,Dearborn & Adams,NB,"22,24,36,62,151",42,-87.629248,41.879561,"(41.879561, -87.629248)"
1881,Dearborn & Monroe,NB,"22,24,36,62,151",42,-87.629285,41.880948,"(41.880948, -87.629285)"
1882,Dearborn & Madison,NB,"22,24,36,62,151",42,-87.629294,41.88207,"(41.88207, -87.629294)"
1884,Dearborn & Randolph,NB,"22,24,36,62",42,-87.629387,41.884708,"(41.884708, -87.629387)"
1885,Dearborn & Wacker/Lake,NB,"22,36,62",42,-87.629396,41.886184,"(41.886184, -87.629396)"
1899,Clark & Division (Red Line),NB,22,2,-87.631363,41.903782,"(41.903782, -87.631363)"
1903,Clark & North Ave,NB,"22,36",2,-87.63158,41.911104,"(41.911104, -87.63158)"
2059,Division & Ashland (Blue Line),WB,70,2,-87.66729,41.903449,"(41.903449, -87.66729)"
2113,King Drive & 87th Street,NB,3,6,-87.614462,41.736682,"(41.736682, -87.614462)"
2121,King Drive & 79th Street,NB,3,6,-87.614872,41.751307,"(41.751307, -87.614872)"
2125,King Drive & 75th Street,NB,3,6,-87.615035,41.758598,"(41.758598, -87.615035)"
2129,King Drive & 71st Street,NB,3,6,-87.615132,41.765832,"(41.765832, -87.615132)"
2138,King Drive & 63rd Street (Green Line),NB,3,20,-87.615538,41.780437,"(41.780437, -87.615538)"
2192,McCormick Place,SB,"3,21",4,-87.619053,41.851079,"(41.851079, -87.619053)"
2218,King Drive & 51st Street,SB,3,3,-87.616234,41.801868,"(41.801868, -87.616234)"
2353,State & Roosevelt,NB,"29,62",4,-87.627333,41.867663,"(41.867663, -87.627333)"
2376,State & Roosevelt,SB,"29,62",4,-87.627536,41.867594,"(41.867594, -87.627536)"
2462,Cottage Grove & 95th Street,NB,"4,N5,95E",8,-87.60436,41.722402,"(41.722402, -87.60436)"
2464,Cottage Grove & 93rd Street,NB,"4,N5,95E",8,-87.604434,41.725524,"(41.725524, -87.604434)"
2470,Cottage Grove & 87th Street,NB,4,8,-87.604694,41.736538,"(41.736538, -87.604694)"
2478,Cottage Grove & 79th Street,NB,4,8,-87.605109,41.751159,"(41.751159, -87.605109)"
2507,Cottage Grove & 51st Street,NB,4,4,-87.606298,41.802477,"(41.802477, -87.606298)"
2549,Cottage Grove & 47th Street,SB,4,4,-87.606677,41.809649,"(41.809649, -87.606677)"
2553,Cottage Grove & 51st Street,SB,4,4,-87.60653,41.802335,"(41.802335, -87.60653)"
2566,Cottage Grove & 63rd Street (Green Line),SB,4,20,-87.60604,41.780525,"(41.780525, -87.60604)"
2582,Cottage Grove & 79th Street,SB,4,6,-87.605358,41.751104,"(41.751104, -87.605358)"
2608,79th Street & Colfax,WB,79,7,-87.561286,41.751852,"(41.751852, -87.561286)"
2628,79th Street & Ellis,WB,79,8,-87.600226,41.751397,"(41.751397, -87.600226)"
2630,79th Street & Cottage Grove,WB,79,8,-87.605052,41.751357,"(41.751357, -87.605052)"
2641,79th Red Line Station,WB,79,6,-87.6252,41.75111,"(41.75111, -87.6252)"
2642,79th Street & Lafayette,WB,79,6,-87.62611,41.751068,"(41.751068, -87.62611)"
2646,79th Street & Vincennes,WB,"8A,24,79",17,-87.633955,41.750852,"(41.750852, -87.633955)"
2722,79th Street & Kilpatrick,EB,79,18,-87.739215,41.749086,"(41.749086, -87.739215)"
2728,79th Street & Pulaski,EB,"79,169",18,-87.7215,41.749396,"(41.749396, -87.7215)"
2737,79th Street & Kedzie,EB,79,18,-87.702566,41.749709,"(41.749709, -87.702566)"
2816,95th Street & Michigan,EB,"N5,34,95E,100,103,106,111,115,119",9,-87.620736,41.721676,"(41.721676, -87.620736)"
2820,95th Street & Cottage Grove,EB,"100,115",9,-87.604547,41.721944,"(41.721944, -87.604547)"
2909,111th Street & Michigan,WB,111,9,-87.621294,41.692674,"(41.692674, -87.621294)"
3024,Kedzie & Chicago,SB,52,27,-87.706631,41.895366,"(41.895366, -87.706631)"
3041,Kedzie-Homan Blue Line Station,SB,52,24,-87.706017,41.874251,"(41.874251, -87.706017)"
3165,Kedzie & Lake (Green Line),NB,52,27,-87.706107,41.884216,"(41.884216, -87.706107)"
3222,63rd Street & King Drive (Green Line),WB,63,20,-87.615528,41.780301,"(41.780301, -87.615528)"
3245,Ashland/63rd Green Line Station,WB,63,16,-87.663683,41.778812,"(41.778812, -87.663683)"
3246,63rd Street & Ashland (Green Line),WB,63,16,-87.664599,41.779529,"(41.779529, -87.664599)"
3255,63rd Street & Western,WB,63,16,-87.683375,41.779295,"(41.779295, -87.683375)"
3395,63rd Street & Kedzie,EB,63,17,-87.703271,41.778894,"(41.778894, -87.703271)"
3437,63rd Street & King Drive (Green Line),EB,63,20,-87.615717,41.780176,"(41.780176, -87.615717)"
3645,Halsted & 111th Street,NB,"8A,108",34,-87.642253,41.692233,"(41.692233, -87.642253)"
3746,Lawrence & Kimball (Brown Line),EB,81,33,-87.713049,41.968331,"(41.968331, -87.713049)"
3770,Lawrence Red Line Station,EB,81,46,-87.658604,41.968986,"(41.968986, -87.658604)"
3780,Lawrence Red Line Station,WB,81,46,-87.658611,41.969096,"(41.969096, -87.658611)"
3804,Lawrence & Kimball (Brown Line),WB,81,33,-87.713198,41.968483,"(41.968483, -87.713198)"
3868,Laramie & Lake (Green Line),NB,57,28,-87.755267,41.887097,"(41.887097, -87.755267)"
4076,Armitage & Sheffield (Brown & Purple Lines),EB,73,43,-87.653155,41.91802,"(41.91802, -87.653155)"
4184,California & 26th Street,NB,94,24,-87.695137,41.84457,"(41.84457, -87.695137)"
4212,California & Lake (Green Line),NB,94,27,-87.696308,41.884107,"(41.884107, -87.696308)"
4219,Sacrmnto & Chicago,SB,94,27,-87.70246,41.895341,"(41.895341, -87.70246)"
4246,California & Ogden,SB,"94,157",24,-87.695825,41.860876,"(41.860876, -87.695825)"
4410,Pulaski Orange Line Station,EB,62,23,-87.724367,41.800164,"(41.800164, -87.724367)"
4606,Cicero & Archer,NB,"54B,62",14,-87.74273,41.798471,"(41.798471, -87.74273)"
4612,Cicero & 63rd Street,SB,"54B,63W,165",23,-87.742459,41.778589,"(41.778589, -87.742459)"
4644,Halsted & Archer,SB,"8,N62",11,-87.646584,41.847314,"(41.847314, -87.646584)"
4693,Pulaski & 115th Street,NB,53A,19,-87.719956,41.684153,"(41.684153, -87.719956)"
4694,Pulaski & 111th Street,NB,53A,19,-87.720193,41.691114,"(41.691114, -87.720193)"
4704,Pulaski & 79th Street,NB,53A,18,-87.721774,41.749338,"(41.749338, -87.721774)"
4725,Congress & Michigan,WB,"7,126,143,147",42,-87.624024,41.875841,"(41.875841, -87.624024)"
4731,Pulaski & 75th Place,SB,"53A,67",18,-87.722391,41.756938,"(41.756938, -87.722391)"
4732,Adams & State,WB,"1,7,28,126,130,151",42,-87.628105,41.879509,"(41.879509, -87.628105)"
4764,Foster & Pulaski,EB,92,39,-87.728456,41.975459,"(41.975459, -87.728456)"
4864,Marine Drive & Bittersweet,SB,"136,146",46,-87.645552,41.95564,"(41.95564, -87.645552)"
4867,Lake Shore Drive & Belmont,SB,"135,146",44,-87.638928,41.940364,"(41.940364, -87.638928)"
4973,LaSalle & Madison,NB,"134,135,136,156",42,-87.632265,41.881838,"(41.881838, -87.632265)"
4975,LaSalle & Randolph,NB,"134,135,136,156",42,-87.632319,41.884308,"(41.884308, -87.632319)"
4992,Clinton & Quincy,SB,"124,125,130,192",42,-87.641171,41.878741,"(41.878741, -87.641171)"
5024,Clinton & Madison,SB,"128,132,192",42,-87.641267,41.881976,"(41.881976, -87.641267)"
5037,Lake Park & E. Hyde Park Blvd,NB,"2,6,28",4,-87.587888,41.802873,"(41.802873, -87.587888)"
5040,Lake Park & 47th Street Terminal,NB,"2,6,28",4,-87.591638,41.809135,"(41.809135, -87.591638)"
5201,Stony Island & 63rd Street,SB,"6,15,28",20,-87.586561,41.780402,"(41.780402, -87.586561)"
5205,67th Street & Cornell,EB,"N5,6,15,67",5,-87.585174,41.77329,"(41.77329, -87.585174)"
5217,Jeffery & 75th Street,SB,"J14,15",8,-87.576222,41.758627,"(41.758627, -87.576222)"
5229,Jeffery & 87th Street,SB,"J14,15",8,-87.575805,41.736873,"(41.736873, -87.575805)"
5261,103rd Street & Luella,EB,"J14,15",7,-87.568215,41.70797,"(41.70797, -87.568215)"
5264,103rd Street & Bensley,EB,J14,7,-87.563424,41.708063,"(41.708063, -87.563424)"
5266,Torrence & 103rd Street,NB,"J14,100",10,-87.559567,41.708309,"(41.708309, -87.559567)"
5269,100th Street & Torrence,WB,"J14,100",7,-87.560088,41.713643,"(41.713643, -87.560088)"
5273,100th Street & Yates,WB,"J14,15",7,-87.56498,41.713577,"(41.713577, -87.56498)"
5277,100th Street & Paxton,WB,"J14,15",7,-87.569495,41.713512,"(41.713512, -87.569495)"
5280,Van Vlissingen & 99th Street,NWB,"J14,15",7,-87.574066,41.715381,"(41.715381, -87.574066)"
5284,Jeffery & 95th Street,NB,"J14,15",7,-87.575275,41.722349,"(41.722349, -87.575275)"
5285,Jeffery & 93rd Street,NB,"J14,15",7,-87.575379,41.726287,"(41.726287, -87.575379)"
5287,Jeffery & 91st Street,NB,"J14,15",8,-87.57545,41.729853,"(41.729853, -87.57545)"
5299,Jeffery & 79th Street,NB,"J14,15",8,-87.575902,41.7518,"(41.7518, -87.575902)"
5303,Jeffery & 75th Street,NB,"J14,15",8,-87.576075,41.759073,"(41.759073, -87.576075)"
5307,Jeffery & 71st Street,NB,"N5,J14,15",5,-87.57622,41.766348,"(41.766348, -87.57622)"
5311,67th Street & Jeffery,WB,"N5,6,15,67",5,-87.576801,41.773524,"(41.773524, -87.576801)"
